digest,producer,creator,producer_folder,class,pre_path,post_path
"W7RVZWNXECQ4TT2MDDL7LOATVIQJFJTV","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/W7RVZWNXECQ4TT2MDDL7LOATVIQJFJTV_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/W7RVZWNXECQ4TT2MDDL7LOATVIQJFJTV_post.pdf"
"SX6JO3YFA3C6TW6WORGN6LZKGLO3K2QJ","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SX6JO3YFA3C6TW6WORGN6LZKGLO3K2QJ_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SX6JO3YFA3C6TW6WORGN6LZKGLO3K2QJ_post.pdf"
"D2QRZ66KOQHV23ZCW3XLS27YON4ATGCT","GPL Ghostscript 8.54","PDFCreator Version 0.9.3","GPL Ghostscript 8.54","Ghostscript","output/by_producer/GPL Ghostscript 8.54/D2QRZ66KOQHV23ZCW3XLS27YON4ATGCT_pre.pdf","output/by_producer/GPL Ghostscript 8.54/D2QRZ66KOQHV23ZCW3XLS27YON4ATGCT_post.pdf"
"L3KZFZMAQFEW4RY6D5IJJXCRWUVUBLRJ","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/L3KZFZMAQFEW4RY6D5IJJXCRWUVUBLRJ_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/L3KZFZMAQFEW4RY6D5IJJXCRWUVUBLRJ_post.pdf"
"AWE3PO5E4TSOCWQPQNPZVRA44RUSABZG","iText 2.1.4 (by lowagie.com)","-","iText 2.1.4 (by lowagie.com)","iText","output/by_producer/iText 2.1.4 (by lowagie.com)/AWE3PO5E4TSOCWQPQNPZVRA44RUSABZG_pre.pdf","output/by_producer/iText 2.1.4 (by lowagie.com)/AWE3PO5E4TSOCWQPQNPZVRA44RUSABZG_post.pdf"
"LPA7M5D76YBCPXXCRVU7ZYECI6ODH24E","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/LPA7M5D76YBCPXXCRVU7ZYECI6ODH24E_pre.pdf","output/by_producer/Unknown producer/LPA7M5D76YBCPXXCRVU7ZYECI6ODH24E_post.pdf"
"4RPOXAYQCNHNFQZMBDNNZAZUSVYDBPQJ","Acrobat PDFWriter 3.02 for Windows","C:...RegFactsWisconsin. [PFP#1091789902]","Acrobat PDFWriter 3.02 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.02 for Windows/4RPOXAYQCNHNFQZMBDNNZAZUSVYDBPQJ_pre.pdf","output/by_producer/Acrobat PDFWriter 3.02 for Windows/4RPOXAYQCNHNFQZMBDNNZAZUSVYDBPQJ_post.pdf"
"FDSCSRQTOQOGCBTQJU35NWLJ7OVYQW7C","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/FDSCSRQTOQOGCBTQJU35NWLJ7OVYQW7C_pre.pdf","output/by_producer/Unknown producer/FDSCSRQTOQOGCBTQJU35NWLJ7OVYQW7C_post.pdf"
"R7YJNQZ3EFASORAHOJYEDNW3ZDWBNO4K","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/R7YJNQZ3EFASORAHOJYEDNW3ZDWBNO4K_pre.pdf","output/by_producer/Unknown producer/R7YJNQZ3EFASORAHOJYEDNW3ZDWBNO4K_post.pdf"
"UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/UIAWYVO3ZI6VIPTWV6TB7CFFNGCQ23PA_post.pdf"
"7LAHAWE6SGPL25FWUGMRKXCMTD3CWEBO","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/7LAHAWE6SGPL25FWUGMRKXCMTD3CWEBO_pre.pdf","output/by_producer/Microsoft® Office Word 2007/7LAHAWE6SGPL25FWUGMRKXCMTD3CWEBO_post.pdf"
"ISNVO7SIHHW237IDLQ73PZNSSUSTZ6R7","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/ISNVO7SIHHW237IDLQ73PZNSSUSTZ6R7_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/ISNVO7SIHHW237IDLQ73PZNSSUSTZ6R7_post.pdf"
"IHF43SE4IEBMFW54OXINVPSAC6A6DTSA","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/IHF43SE4IEBMFW54OXINVPSAC6A6DTSA_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/IHF43SE4IEBMFW54OXINVPSAC6A6DTSA_post.pdf"
"ZC2ELDSYWFVOJZRXTLERXVM7UMXWCWZN","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/ZC2ELDSYWFVOJZRXTLERXVM7UMXWCWZN_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/ZC2ELDSYWFVOJZRXTLERXVM7UMXWCWZN_post.pdf"
"YAXK7IA4W3QHHZRCYOHF3TJUMR2V32KE","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/YAXK7IA4W3QHHZRCYOHF3TJUMR2V32KE_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/YAXK7IA4W3QHHZRCYOHF3TJUMR2V32KE_post.pdf"
"DT4L2H3NRGV745OGQRVM3FVHNKECMEYP","Adobe PDF Library 11.0; modified using iText 2.1.7 by 1T3XT","-","Adobe PDF Library 11.0; modified using iText 2.1.7 by 1T3XT","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 11.0; modified using iText 2.1.7 by 1T3XT/DT4L2H3NRGV745OGQRVM3FVHNKECMEYP_pre.pdf","output/by_producer/Adobe PDF Library 11.0; modified using iText 2.1.7 by 1T3XT/DT4L2H3NRGV745OGQRVM3FVHNKECMEYP_post.pdf"
"IMJ4MPPYAOJ3IK6EEI3IDHS4IKZ5WFXT","Acrobat Distiller 6.0.1 (Windows)","TIPS V5.1A","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/IMJ4MPPYAOJ3IK6EEI3IDHS4IKZ5WFXT_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/IMJ4MPPYAOJ3IK6EEI3IDHS4IKZ5WFXT_post.pdf"
"WXR2YY3TSXGUNVC2VECKTVIJO7PMECRS","Acrobat Distiller 8.1.0 (Windows)","ACOMP.exe WinVer 2.0 Nov 24 2008","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/WXR2YY3TSXGUNVC2VECKTVIJO7PMECRS_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/WXR2YY3TSXGUNVC2VECKTVIJO7PMECRS_post.pdf"
"RJDPY3BZNDDW3TTJUKWZULNVI6JFGCNP","Acrobat Distiller 4.0 for Windows","-","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/RJDPY3BZNDDW3TTJUKWZULNVI6JFGCNP_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/RJDPY3BZNDDW3TTJUKWZULNVI6JFGCNP_post.pdf"
"73KIZM2KPVDJHMKWM5X36DBUKAOOCWZ4","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/73KIZM2KPVDJHMKWM5X36DBUKAOOCWZ4_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/73KIZM2KPVDJHMKWM5X36DBUKAOOCWZ4_post.pdf"
"SEVNFYZBX7VQEWEG5SQQTFZK24PCUDFU","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/SEVNFYZBX7VQEWEG5SQQTFZK24PCUDFU_pre.pdf","output/by_producer/Unknown producer/SEVNFYZBX7VQEWEG5SQQTFZK24PCUDFU_post.pdf"
"IUJCXHJGQ5XTDLV3CYTCTXLPD77RUA2P","Corel PDF Engine Version 11.245","Print Server 110","Corel PDF Engine Version 11.245","Corel_PDF_Engine","output/by_producer/Corel PDF Engine Version 11.245/IUJCXHJGQ5XTDLV3CYTCTXLPD77RUA2P_pre.pdf","output/by_producer/Corel PDF Engine Version 11.245/IUJCXHJGQ5XTDLV3CYTCTXLPD77RUA2P_post.pdf"
"I26R4ZZQ3EN7S4L4IXK4R7XVVJ2DIPHP","Unknown producer","Esri ArcMap 10.3.1.4959","Unknown producer","Unknown","output/by_producer/Unknown producer/I26R4ZZQ3EN7S4L4IXK4R7XVVJ2DIPHP_pre.pdf","output/by_producer/Unknown producer/I26R4ZZQ3EN7S4L4IXK4R7XVVJ2DIPHP_post.pdf"
"EALKFLTU3UCBB6QBUNJKABNLGIJTRP7B","iText 2.1.4 (by lowagie.com)","-","iText 2.1.4 (by lowagie.com)","iText","output/by_producer/iText 2.1.4 (by lowagie.com)/EALKFLTU3UCBB6QBUNJKABNLGIJTRP7B_pre.pdf","output/by_producer/iText 2.1.4 (by lowagie.com)/EALKFLTU3UCBB6QBUNJKABNLGIJTRP7B_post.pdf"
"3HYJT3CPUFRXVQSY3IJIK5ERD4XWBDUQ","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/3HYJT3CPUFRXVQSY3IJIK5ERD4XWBDUQ_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/3HYJT3CPUFRXVQSY3IJIK5ERD4XWBDUQ_post.pdf"
"A7KSCZYZQUBH6PEDXX3YKPP3NRNTAF2X","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 1c9 Aug 04 2004","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/A7KSCZYZQUBH6PEDXX3YKPP3NRNTAF2X_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/A7KSCZYZQUBH6PEDXX3YKPP3NRNTAF2X_post.pdf"
"HB2IHQ5EY4MV6YIJNCKSZ5L2EA6BPV75","Acrobat Distiller 7.0 (Windows)","ACOMP.exe V010 11-MAY-2000","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/HB2IHQ5EY4MV6YIJNCKSZ5L2EA6BPV75_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/HB2IHQ5EY4MV6YIJNCKSZ5L2EA6BPV75_post.pdf"
"BLPT55AK2Y5UAQGF36X5OMVOO6APKWVI","Acrobat Net Distiller 1.0 for Windows","-","Acrobat Net Distiller 1.0 for Windows","Acrobat_Net_Distiller","output/by_producer/Acrobat Net Distiller 1.0 for Windows/BLPT55AK2Y5UAQGF36X5OMVOO6APKWVI_pre.pdf","output/by_producer/Acrobat Net Distiller 1.0 for Windows/BLPT55AK2Y5UAQGF36X5OMVOO6APKWVI_post.pdf"
"E56DXI3S5SVXXFZEC2OCGDDC4VYSWROH","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/E56DXI3S5SVXXFZEC2OCGDDC4VYSWROH_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/E56DXI3S5SVXXFZEC2OCGDDC4VYSWROH_post.pdf"
"HYGACNZRS4COKQDATI7LQEA6JCHCETTS","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/HYGACNZRS4COKQDATI7LQEA6JCHCETTS_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/HYGACNZRS4COKQDATI7LQEA6JCHCETTS_post.pdf"
"ST6INBKMLTFTUDWNHVI433RTQ5KYCWHG","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ST6INBKMLTFTUDWNHVI433RTQ5KYCWHG_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ST6INBKMLTFTUDWNHVI433RTQ5KYCWHG_post.pdf"
"FXDCZKVBXPOBKON5ZHKWU6WCDH5BEDYV","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/FXDCZKVBXPOBKON5ZHKWU6WCDH5BEDYV_pre.pdf","output/by_producer/Microsoft® Office Word 2007/FXDCZKVBXPOBKON5ZHKWU6WCDH5BEDYV_post.pdf"
"L4EMZQ6EPUAWG2XOMWGBHS4OSPSTVZQJ","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/L4EMZQ6EPUAWG2XOMWGBHS4OSPSTVZQJ_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/L4EMZQ6EPUAWG2XOMWGBHS4OSPSTVZQJ_post.pdf"
"HVZOYBB4ECW5PRQZVXHPIH546HLFSCAH","Mac OS X 10.6.8 Quartz PDFContext","Microsoft PowerPoint","Mac OS X 10.6.8 Quartz PDFContext","MacOS_X_Quartz","output/by_producer/Mac OS X 10.6.8 Quartz PDFContext/HVZOYBB4ECW5PRQZVXHPIH546HLFSCAH_pre.pdf","output/by_producer/Mac OS X 10.6.8 Quartz PDFContext/HVZOYBB4ECW5PRQZVXHPIH546HLFSCAH_post.pdf"
"NFLMOWBSAYHS4IFKAY5KSXU64BTAEZJ3","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/NFLMOWBSAYHS4IFKAY5KSXU64BTAEZJ3_pre.pdf","output/by_producer/Unknown producer/NFLMOWBSAYHS4IFKAY5KSXU64BTAEZJ3_post.pdf"
"J6KG3WLCIJ3FRU6V6N7LLHD46F2CBEWE","GPL Ghostscript 8.70","GEMPAK","GPL Ghostscript 8.70","Ghostscript","output/by_producer/GPL Ghostscript 8.70/J6KG3WLCIJ3FRU6V6N7LLHD46F2CBEWE_pre.pdf","output/by_producer/GPL Ghostscript 8.70/J6KG3WLCIJ3FRU6V6N7LLHD46F2CBEWE_post.pdf"
"CAFPBUU24YDNMKG5ULIDXRBNI6NUPVF2","Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>","-","Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http___www.etymon.com_>","Unknown","output/by_producer/Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http___www.etymon.com_>/CAFPBUU24YDNMKG5ULIDXRBNI6NUPVF2_pre.pdf","output/by_producer/Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http___www.etymon.com_>/CAFPBUU24YDNMKG5ULIDXRBNI6NUPVF2_post.pdf"
"IYXYPBN2SRX7T52TZCA76GJNXJWDUMDC","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/IYXYPBN2SRX7T52TZCA76GJNXJWDUMDC_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/IYXYPBN2SRX7T52TZCA76GJNXJWDUMDC_post.pdf"
"GZ62LWSF6OMAXHC5VDCOYD53D7GSE2HO","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GZ62LWSF6OMAXHC5VDCOYD53D7GSE2HO_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GZ62LWSF6OMAXHC5VDCOYD53D7GSE2HO_post.pdf"
"DTYPSU6H33ZSSVI63PEM45AYRXUODI5I","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/DTYPSU6H33ZSSVI63PEM45AYRXUODI5I_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/DTYPSU6H33ZSSVI63PEM45AYRXUODI5I_post.pdf"
"BOV6TNUHLZUKL6WNKWPBOXHXPL22HUNC","iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)","-","iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)","iText","output/by_producer/iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)/BOV6TNUHLZUKL6WNKWPBOXHXPL22HUNC_pre.pdf","output/by_producer/iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)/BOV6TNUHLZUKL6WNKWPBOXHXPL22HUNC_post.pdf"
"6QJJJ7KLDUS7SZA75TV36J7KF4BXERLH","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 1c15 Aug 31 2005","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/6QJJJ7KLDUS7SZA75TV36J7KF4BXERLH_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/6QJJJ7KLDUS7SZA75TV36J7KF4BXERLH_post.pdf"
"JMTHOU2JQRSYZA6YLHTP6ULMQO4GLZAN","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML","output/by_producer/PD4ML. HTML to PDF Converter for Java/JMTHOU2JQRSYZA6YLHTP6ULMQO4GLZAN_pre.pdf","output/by_producer/PD4ML. HTML to PDF Converter for Java/JMTHOU2JQRSYZA6YLHTP6ULMQO4GLZAN_post.pdf"
"YW5EG7WIE6SVR7TIUOYEPKFDDV6OENFK","Acrobat Net Distiller 1.0 for Windows","-","Acrobat Net Distiller 1.0 for Windows","Acrobat_Net_Distiller","output/by_producer/Acrobat Net Distiller 1.0 for Windows/YW5EG7WIE6SVR7TIUOYEPKFDDV6OENFK_pre.pdf","output/by_producer/Acrobat Net Distiller 1.0 for Windows/YW5EG7WIE6SVR7TIUOYEPKFDDV6OENFK_post.pdf"
"SH2IQH724IFKG2K3GQ7RCDJ6Q7IJQLGE","Acrobat Distiller 7.0 (Windows)","ACOMP.exe V010 14-DEC-2004","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/SH2IQH724IFKG2K3GQ7RCDJ6Q7IJQLGE_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/SH2IQH724IFKG2K3GQ7RCDJ6Q7IJQLGE_post.pdf"
"Y6WT6JF3T35SNVNTQLQWQCSXHVV62FOQ","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/Y6WT6JF3T35SNVNTQLQWQCSXHVV62FOQ_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/Y6WT6JF3T35SNVNTQLQWQCSXHVV62FOQ_post.pdf"
"RLKGPI2MJLO7AEAI772IBBKWBRRWISBF","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/RLKGPI2MJLO7AEAI772IBBKWBRRWISBF_pre.pdf","output/by_producer/Unknown producer/RLKGPI2MJLO7AEAI772IBBKWBRRWISBF_post.pdf"
"M6EE3W5HUIM2YKPPBQ4CS552OOM5UC7I","Persits Software AspPDF - www.persits.com","-","Persits Software AspPDF - www.persits.com","Unknown","output/by_producer/Persits Software AspPDF - www.persits.com/M6EE3W5HUIM2YKPPBQ4CS552OOM5UC7I_pre.pdf","output/by_producer/Persits Software AspPDF - www.persits.com/M6EE3W5HUIM2YKPPBQ4CS552OOM5UC7I_post.pdf"
"HDOB32Q5ZOTQJCMF2TY5XEPUD4VRCUH7","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/HDOB32Q5ZOTQJCMF2TY5XEPUD4VRCUH7_pre.pdf","output/by_producer/Unknown producer/HDOB32Q5ZOTQJCMF2TY5XEPUD4VRCUH7_post.pdf"
"ZWCWI7G7GYM3DHO2HOJBJRQNBG7GTV4C","Acrobat Distiller 6.0 (Windows)","Acrobat PDFMaker 6.0 for Word","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/ZWCWI7G7GYM3DHO2HOJBJRQNBG7GTV4C_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/ZWCWI7G7GYM3DHO2HOJBJRQNBG7GTV4C_post.pdf"
"KOT4LTFQIWYAYXDMPX6R7HOJ2VK4RRFN","sspdflib 1.0 http://www.scansoft.com","PaperPort http://www.scansoft.com","sspdflib 1.0 http___www.scansoft.com","Unknown","output/by_producer/sspdflib 1.0 http___www.scansoft.com/KOT4LTFQIWYAYXDMPX6R7HOJ2VK4RRFN_pre.pdf","output/by_producer/sspdflib 1.0 http___www.scansoft.com/KOT4LTFQIWYAYXDMPX6R7HOJ2VK4RRFN_post.pdf"
"EUMZHAVVHG7K6CDQVOACCW3IN4DSMT5M","Acrobat Distiller 2.0 for Macintosh","-","Acrobat Distiller 2.0 for Macintosh","Acrobat_Distiller","output/by_producer/Acrobat Distiller 2.0 for Macintosh/EUMZHAVVHG7K6CDQVOACCW3IN4DSMT5M_pre.pdf","output/by_producer/Acrobat Distiller 2.0 for Macintosh/EUMZHAVVHG7K6CDQVOACCW3IN4DSMT5M_post.pdf"
"4VMUKG4TIVAVUP5H4SRGXIJZUWERU7I2","iText 2.1.4 (by lowagie.com)","-","iText 2.1.4 (by lowagie.com)","iText","output/by_producer/iText 2.1.4 (by lowagie.com)/4VMUKG4TIVAVUP5H4SRGXIJZUWERU7I2_pre.pdf","output/by_producer/iText 2.1.4 (by lowagie.com)/4VMUKG4TIVAVUP5H4SRGXIJZUWERU7I2_post.pdf"
"SWXZRJNZF6T5KP5U5WKDXL45TU34G632","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SWXZRJNZF6T5KP5U5WKDXL45TU34G632_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SWXZRJNZF6T5KP5U5WKDXL45TU34G632_post.pdf"
"SSC5AFOSRRYRFIB7FNROD3UUH2WQL5DV","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/SSC5AFOSRRYRFIB7FNROD3UUH2WQL5DV_pre.pdf","output/by_producer/Microsoft® Office Word 2007/SSC5AFOSRRYRFIB7FNROD3UUH2WQL5DV_post.pdf"
"7WOCAN6T6B5JRJB4C5LAIHLE6ERU2V22","Microsoft® Word 2013","Microsoft® Word 2013","Microsoft® Word 2013","Microsoft_Office","output/by_producer/Microsoft® Word 2013/7WOCAN6T6B5JRJB4C5LAIHLE6ERU2V22_pre.pdf","output/by_producer/Microsoft® Word 2013/7WOCAN6T6B5JRJB4C5LAIHLE6ERU2V22_post.pdf"
"VNZEGOMTXDKSPERNHPU3VMN43NSCVFBI","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/VNZEGOMTXDKSPERNHPU3VMN43NSCVFBI_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/VNZEGOMTXDKSPERNHPU3VMN43NSCVFBI_post.pdf"
"JRBKU3ZZVFVFWXC46AMNC54IHTOOSTW7","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/JRBKU3ZZVFVFWXC46AMNC54IHTOOSTW7_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/JRBKU3ZZVFVFWXC46AMNC54IHTOOSTW7_post.pdf"
"5SMHFLT35YOIS6UTY6OKBZYRZSTDMG2Q","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/5SMHFLT35YOIS6UTY6OKBZYRZSTDMG2Q_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/5SMHFLT35YOIS6UTY6OKBZYRZSTDMG2Q_post.pdf"
"BYSWSP7HQFGJC7GXW42C4H6RKIH3TAVQ","iText 2.1.4 (by lowagie.com)","-","iText 2.1.4 (by lowagie.com)","iText","output/by_producer/iText 2.1.4 (by lowagie.com)/BYSWSP7HQFGJC7GXW42C4H6RKIH3TAVQ_pre.pdf","output/by_producer/iText 2.1.4 (by lowagie.com)/BYSWSP7HQFGJC7GXW42C4H6RKIH3TAVQ_post.pdf"
